46	All countries should have the right to pursue a nuclear defence	all countries are entitled to self defense with nuclear weapons, even when they do not have the capacity to carry conventional weapons	supports
47	All countries should have the right to pursue a nuclear defence	Possessing nuclear weapons will be counter to the peaceful interests of states	refutes
48	All countries should have the right to pursue a nuclear defence	Nuclear weapons can fall into the wrong hands.	refutes
49	All countries should have the right to pursue a nuclear defence	It's conceivable that the wrong people will have the weapons.	refutes
50	All countries should have the right to pursue a nuclear defence	The nukes can end up being used against us.	refutes
51	All countries should have the right to pursue a nuclear defence	Terrorists will steal nuclear weapons from poorly guarded arsenals	refutes
52	All countries should have the right to pursue a nuclear defence	[Iran specific] Iran has threatened to destroy Israel	refutes
53	All countries should have the right to pursue a nuclear defence	Iran has Israel targeted.	refutes
54	All countries should have the right to pursue a nuclear defence	No country has an inherent right to invade or use aggression against another.	supports
55	All countries should have the right to pursue a nuclear defence	The United States has an obligation to protect international stability due to its unique military strength.	refutes
56	All countries should have the right to pursue a nuclear defence	The US must protect the international community.	refutes
57	All countries should have the right to pursue a nuclear defence	The US military is needed to ensure peace.	refutes
58	All countries should have the right to pursue a nuclear defence	[Iran specific] Others, particularly Israel, would act if the United States did not	refutes
59	All countries should have the right to pursue a nuclear defence	If the US does not act on Iran, Israel will	refutes
60	All countries should have the right to pursue a nuclear defence	Nuclear waste disposal is rarely safe/efficient; it is too much to expect a sqeaky clean disposal/disarmament of nuclear weapons	refutes
61	All countries should have the right to pursue a nuclear defence	Disarmament is impossible, rendering efforts to disarm pointless and simply wasteful	supports
62	All countries should have the right to pursue a nuclear defence	The abolition of nuclear weapons would actually incentivize the development and use of even more dangerous weapons, such as chemical and biological weapons	supports
63	All countries should have the right to pursue a nuclear defence	Proliferation of nuclear weapons increases the chances of nuclear accidents	refutes
64	All countries should have the right to pursue a nuclear defence	States will give terrorists nuclear weapons	refutes
65	All countries should have the right to pursue a nuclear defence	Irrational leaders make the possession of nuclear weapons dangerous	refutes
66	All countries should have the right to pursue a nuclear defence	It is immoral to use the threat of nuclear annihilation in order to achieve foreign policy aims	refutes
67	We should allow death penalty for the worst of the worst criminals	Too many innocents killed	refutes
68	We should allow death penalty for the worst of the worst criminals	Many innocents have been killed because of the death penalty.	refutes
69	We should allow death penalty for the worst of the worst criminals	The death penalty has led to innocent people dying.	refutes
70	We should allow death penalty for the worst of the worst criminals	Can be reserved for the worst of the worst	supports
71	We should allow death penalty for the worst of the worst criminals	The death penalty should be used for the worst cases.	supports
72	We should allow death penalty for the worst of the worst criminals	The death penalty is saved for the most horrible criminals.	supports
73	We should allow death penalty for the worst of the worst criminals	Necessary for punitive justice	supports
74	We should allow death penalty for the worst of the worst criminals	The death penalty should be used if someone commits first-degree murder.   They would receive the same treatment that they gave.	supports
75	We should allow death penalty for the worst of the worst criminals	The death penalty should apply as punishment for first-degree murder; an eye for an eye.	supports
76	We should allow death penalty for the worst of the worst criminals	Killers must die to satisfy society	supports
77	We should allow death penalty for the worst of the worst criminals	There are more efficient policies than death penalty	refutes
78	We should allow death penalty for the worst of the worst criminals	Other policies are more efficient than using the death penalty.	refutes
79	We should allow death penalty for the worst of the worst criminals	The death penalty is not an efficient policy.	refutes
80	We should allow death penalty for the worst of the worst criminals	we are increasing the hate inside terrorist organizations and the dead person will be seen as a hero that animates their fight.	refutes
81	We should allow death penalty for the worst of the worst criminals	It is dangerous to impose the death penalty because the dead person would be seen as a hero to their terrorist organization.	refutes
82	We should allow death penalty for the worst of the worst criminals	The death penalty for terrorists causes their organizations to hate more and to idolize their dead.	refutes
83	We should allow death penalty for the worst of the worst criminals	Execution helps alleviate the overcrowding of prisons.	supports
84	We should allow death penalty for the worst of the worst criminals	We could make more room in the prison with execution punishment.	supports
85	We should allow death penalty for the worst of the worst criminals	The solution to the overcrowding in prisons is execution.	supports
86	We should allow death penalty for the worst of the worst criminals	The death penalty can produce irreversible miscarriages of justice.	refutes
87	We should allow death penalty for the worst of the worst criminals	The death penalty is too absolute and too irreversible.	refutes
88	We should allow death penalty for the worst of the worst criminals	The death penalty is not justice.	refutes
89	We should allow death penalty for the worst of the worst criminals	The death penalty is a financial burden on the state.	refutes
90	We should allow death penalty for the worst of the worst criminals	The expense of the death penalty financial hardship on the state.	refutes
91	We should allow death penalty for the worst of the worst criminals	It's a financial loss to the state enforcing the death penalty.	refutes
92	We should allow death penalty for the worst of the worst criminals	The penalty of death is a crime deterrent.	supports
93	We should allow death penalty for the worst of the worst criminals	Crime can be prevented by threatening the death penalty.	supports
94	We should allow death penalty for the worst of the worst criminals	The death penalty acts as a deterrent to crime	supports
95	We should allow death penalty for the worst of the worst criminals	With the death penalty in place, crime is deterred	supports
96	We should allow death penalty for the worst of the worst criminals	The death penalty deters crime.	supports
97	We should allow death penalty for the worst of the worst criminals	Execution prevents the accused from committing further crimes.	supports
98	We should allow death penalty for the worst of the worst criminals	State-sanctioned killing is wrong.	refutes
99	We should allow death penalty for the worst of the worst criminals	It's wrong to have the state enforce killing.	refutes
100	We should allow death penalty for the worst of the worst criminals	The sanctioning of the State to kill is just immoral.	refutes
101	Sunbeds should be banned	Unmanned salons are legal, yet deadly	supports
102	Sunbeds should be banned	Unmanned salons are deadly	supports
103	Sunbeds should be banned	Unmanned salons are very deadly	supports
104	Sunbeds should be banned	Unmanned salons, while legal, are also deadly	supports
105	Sunbeds should be banned	Unmanned salons may be legal, but they also may be deadly	supports
106	The prevalence of ‘African mercenaries’ is decreasing	Decreased Conflict and the end of the mercenary age	supports
107	The prevalence of ‘African mercenaries’ is decreasing	The end of the mercenary age is related to decreased conflict.	supports
108	The prevalence of ‘African mercenaries’ is decreasing	Mercenaries are still hired by NGOs	refutes
109	The prevalence of ‘African mercenaries’ is decreasing	NGOs still hire mercenaries.	refutes
110	The prevalence of ‘African mercenaries’ is decreasing	There is still a place for mercenaries working for NGOs.	refutes
111	The prevalence of ‘African mercenaries’ is decreasing	Mercenaries still have a presence in coups	refutes
112	The prevalence of ‘African mercenaries’ is decreasing	Mercenaries are still often involved in political coups.	refutes
113	The prevalence of ‘African mercenaries’ is decreasing	Mercenaries can still be found in coups.	refutes
114	The prevalence of ‘African mercenaries’ is decreasing	Legislation against mercenaries	supports
115	The prevalence of ‘African mercenaries’ is decreasing	Laws are being passed against mercenaries.	supports
116	We must use Unmanned Aerial Vehicles to strike terrorist targets	Using drones blurs the distinction between war and peace.	refutes
117	The right to anonymous posting on the internet should be protected by law	Internet anonymity allows people to speak the truth without fearing harm to their careers	supports
118	The right to anonymous posting on the internet should be protected by law	Internet anonymity encourages honesty.	supports
119	The right to anonymous posting on the internet should be protected by law	Internet anonymity enables citizens to exercise their right to free speech	supports
120	The right to anonymous posting on the internet should be protected by law	Anonymity online allows for free speech.	supports
121	The right to anonymous posting on the internet should be protected by law	Internet anonymity leads to spam	refutes
122	The right to anonymous posting on the internet should be protected by law	Span proliferates with anonymity on the internet.	refutes
123	The right to anonymous posting on the internet should be protected by law	Internet anonymity increases cyberbullying and trolling	refutes
124	The right to anonymous posting on the internet should be protected by law	Individuals are more likely to bully and troll when they are anonymous.	refutes
125	The right to anonymous posting on the internet should be protected by law	Cyberbullying and trolling are more common when people's internet activity is anonymous.	refutes
126	The right to anonymous posting on the internet should be protected by law	Internet anonymity allows people to experiment and construct with new social identities	supports
127	The right to anonymous posting on the internet should be protected by law	People are able to create new social identities when the internet is anonymous.	supports
128	The right to anonymous posting on the internet should be protected by law	The anonymity of the internet allows people to create new social identities for themselves.	supports
129	The right to anonymous posting on the internet should be protected by law	Internet anonymity allows internet users to engage in illegal activities	refutes
130	The right to anonymous posting on the internet should be protected by law	When internet users are anonymous, they are more easily able to engage in illegal activities.	refutes
131	The right to anonymous posting on the internet should be protected by law	There is less deterrance to illegal activities on the internet when people are able to remain anonymous.	refutes
132	There should be no permanent members of the UN Security Council	It would make the UNSC more effective and efficient	supports
133	There should be no permanent members of the UN Security Council	Argument 2: UNSC sanctions become powerless without PM	supports
134	There should be no permanent members of the UN Security Council	Any decisions imposed by the previous Security Council risk being annulled when the new members rotate in.	supports
135	There should be no permanent members of the UN Security Council	UN sanctions would lose power, as they could be revoked by the new Security Council.	supports
136	There should be no permanent members of the UN Security Council	It will lead to fair regional representation, as well as make it more legitimate and flexible	supports
137	There should be no permanent members of the UN Security Council	With rotation in its membership, the UN Security Council would be a more fair and flexible in its representation.	supports
138	There should be no permanent members of the UN Security Council	By removing permanent membership, the Security Council would be viewed as more legitimate, as it can better represent all regions of the world.	supports
139	There should be no permanent members of the UN Security Council	Argument 1: PM serves interests of developing countries	supports
140	A ‘wall’ on the shared USA and Mexico border would be ineffective	At the very least it slows people down	refutes
141	Britain should scrap the monarchy	The Monarchy is backward and prejudiced	supports
142	Britain should scrap the monarchy	The Monarchy system is biased and inefficient.	supports
143	Britain should scrap the monarchy	Regressive and biased is how the Monarchy system is.	supports
144	Britain should scrap the monarchy	The Monarchy contrasts the meaning of Democracy	supports
145	Britain should scrap the monarchy	It is costing the tax payers money which could be better spent	supports
146	Britain should scrap the monarchy	Tax payers money could be spent more appropriately.	supports
147	Britain should scrap the monarchy	The tax payers are the ones losing out on money that could be spent properly.	supports
148	Britain should scrap the monarchy	tax payers money is valuable	supports
149	Britain should scrap the monarchy	tax payers money should be useful only to the public	supports
150	Britain should scrap the monarchy	Monarchy is a child's creation	supports
151	Britain should scrap the monarchy	Monarchy is just childish.	supports
152	Britain should scrap the monarchy	Monarchy is an infantile idea.	supports
153	Britain should scrap the monarchy	it is high time to scrap monarchy	supports
154	Britain should scrap the monarchy	monarchy in britain led to lots of chaos in the past	supports
155	Britain should scrap the monarchy	Most other countries in Europe have abandoned the monarch	supports
156	Britain should scrap the monarchy	The head of state should be a position that is separate and distinct from politics	refutes
157	Britain should scrap the monarchy	Politics should not include the head of the state as in a monarchy.	refutes
158	Britain should scrap the monarchy	There should be a separation from the head of state and politics.	refutes
159	Britain should scrap the monarchy	There is no divine right to leadership or privilege	supports
160	Britain should scrap the monarchy	Leadership and privilege are not divine rights.	supports
161	Housewives should be paid for their work	Paying housewives for their work is an important form of economic empowerment.	supports
162	Housewives should be paid for their work	Being paid as a housewife is economically empowering	supports
163	Housewives should be paid for their work	Paid housewives have a better economic power	supports
164	Housewives should be paid for their work	Payment and obligation works differently in public and in private.	refutes
165	Housewives should be paid for their work	Payments would be more difficult to quantify in private transactions	refutes
166	Housewives should be paid for their work	It would be too inconvenient to make payments to housewives	refutes
167	Housewives should be paid for their work	Paying housewives is financially impractical.	refutes
168	Housewives should be paid for their work	Paying housewives would be inconvenient	refutes
169	Housewives should be paid for their work	Paying housewives would be difficult to achieve in the real world	refutes
170	Housewives should be paid for their work	Housewives are entitled to pay	supports
171	Housewives should be paid for their work	Women who are housewives should be paid	supports
172	Housewives should be paid for their work	Paying housewives reduces social mobility	refutes
173	Housewives should be paid for their work	Housewives would lack incentives to find better paying, more fulfilling work	refutes
174	Housewives should be paid for their work	Paying housewives would give them less incentives to find better conditions	refutes
175	Housewives should be paid for their work	Paying housewives promotes more positive images of women and family life	supports
176	Housewives should be paid for their work	When a housewife is paid, they have a better stand in society	supports
177	Housewives should be paid for their work	Being paid as a housewife promotes more positive images	supports
178	Individuals should be able to legally bypass copyright protection technologies for fair use reasons.	Fair use can be misused	refutes
179	Individuals should be able to legally bypass copyright protection technologies for fair use reasons.	Fair use is prone to abuse.	refutes
180	Individuals should be able to legally bypass copyright protection technologies for fair use reasons.	Fair use isn't failsafe and can be used in direct contention against the original intent of the law.	refutes
181	Individuals should be able to legally bypass copyright protection technologies for fair use reasons.	Establishes a Clear Brightline in Favor of Data Freedom	supports
182	Individuals should be able to legally bypass copyright protection technologies for fair use reasons.	Creates an easy to understand outline in support of Data Freedom.	supports
183	Individuals should be able to legally bypass copyright protection technologies for fair use reasons.	Provides the foundation which supports a rational set of ideas which foster an ideal in favor of Data Freedom.	supports
184	Remove Bush tax cuts for the wealthy	Expiring Tax Cuts Would Cause a Double Dip Recession	refutes
185	Remove Bush tax cuts for the wealthy	double dip recessions are caused by expiring tax cuts	refutes
186	Remove Bush tax cuts for the wealthy	to avoid a double dip recession do not let tax cuts expire	refutes
187	Remove Bush tax cuts for the wealthy	Removing Tax Cuts Would Reduce the Deficit	supports
188	Remove Bush tax cuts for the wealthy	you can reduce the deficit by removing tax cuts	supports
189	Neil Armstrong did actually walk on the Moon	the USA had every incentive to lie	refutes
190	Neil Armstrong did actually walk on the Moon	There are problems with the pictures	refutes
191	Neil Armstrong did actually walk on the Moon	there are issues with the pictures	refutes
192	Neil Armstrong did actually walk on the Moon	The pictures have issues	refutes
193	Cannabis should be legalised	Cannabis is a gateway drug	refutes
194	Cannabis should be legalised	using cannabis leads to other drugs	refutes
195	Cannabis should be legalised	being involved with people who use cannabis exposes you to other drug use	refutes
196	Cannabis should be legalised	Uncertainty over the effects of cannabis means it is best to be prudent	refutes
197	Cannabis should be legalised	before there is enough known about cannabis use it is wise to be careful	refutes
198	Cannabis should be legalised	People should be allowed to do whatever they want to their own bodies	supports
199	Cannabis should be legalised	Cannabis is harmful	refutes
200	Cannabis should be legalised	cannabis makes you lazy	refutes
201	Cannabis should be legalised	smoking cannabis keeps you from focusing	refutes
202	Cannabis should be legalised	Cannabis opens the mind in a positive and beneficial manner	supports
203	Cannabis should be legalised	using cannabis has more benefits than not using	supports
204	Cannabis should be legalised	there are no negative side effects to the use of cannabis	supports
205	Cannabis should be legalised	If cannabis was legalized, it could be regulated	supports
206	Cannabis should be legalised	If legalized it can be monitored and taxed.	supports
207	Cannabis should be legalised	Legal weed is subject to laws and is safer.	supports
208	Cannabis should be legalised	Alcohol and tobacco are more harmful drugs, yet remain legal.	supports
209	Cannabis should be legalised	Other addictive substances are legal.	supports
210	Cannabis should be legalised	Banning weed will lead to other bans.	supports
211	Israel should recognise the Palestinian right of return	The Palestinian refugee crisis was created and is perpetuated by the Arab states and the Palestinians themselves	refutes
212	Israel should recognise the Palestinian right of return	Palestinians have a right to return under international law	supports
213	Israel should recognise the Palestinian right of return	The right to return is granted to Palestinians under international law.	supports
214	Israel should recognise the Palestinian right of return	International law enables Palestinians to have the right to return.	supports
215	Israel should recognise the Palestinian right of return	No real 'right of return' exists in international law	refutes
216	Israel should recognise the Palestinian right of return	There really is no international law allowing for the right of return .	refutes
217	Israel should recognise the Palestinian right of return	The international law of right of return is not a true law.	refutes
218	Israel should recognise the Palestinian right of return	A Palestinian right of return would destroy the 'Jewish State' in Israel	refutes
219	Israel should recognise the Palestinian right of return	"The ""Jewish State"" in Israel would be destroyed if Palestinians were granted the right of return."	refutes
220	Israel should recognise the Palestinian right of return	"In Israel, the ""Jewish State"" would be destroyed if there is a Palestinian right of return."	refutes
221	Britain should give up its EU rebate	The rebate should go in exchange for CAP reform	supports
222	Britain should give up its EU rebate	CAP revision should be a priority trade-off for Britain's EU rebate	supports
223	Britain should give up its EU rebate	The Rebate makes membership acceptable to the British people	refutes
224	Britain should give up its EU rebate	The Rebate is essential to preserve domestic support in Great Britain.	refutes
225	The integration of Africa through the African Union can succeed	The AU can bring peace to the continent	supports
226	The integration of Africa through the African Union can succeed	African Union is promoting peace in the African continent.	supports
227	The integration of Africa through the African Union can succeed	Through the AU, there can be peace brought to the continent	supports
228	The integration of Africa through the African Union can succeed	One way to bring together the continent of Africa is though the AU	supports
229	The integration of Africa through the African Union can succeed	African international organisations do not have a history of effectiveness	refutes
230	The integration of Africa through the African Union can succeed	Integration will fix the problem of borders	supports
231	The integration of Africa through the African Union can succeed	Integration will mitigate the tension on border issues.	supports
232	The integration of Africa through the African Union can succeed	Integration of Africa solves the border issues.	supports
233	The integration of Africa through the African Union can succeed	Having integration would solve to border problem	supports
234	The integration of Africa through the African Union can succeed	There would be no more border issues if there was integration	supports
235	The integration of Africa through the African Union can succeed	The role of leaders will prevent success	refutes
236	Taxes on smoothies and fruit juices should be reduced	Removing VAT would increase sales of healthy drinks	supports
237	The International Criminal Court is a force for good	The ICC does not have enough checks on prosecutorial powers, inviting prosecutorial abuse.	refutes
238	The International Criminal Court is a force for good	The prosecutorial abuse potential is high, due to its lack of checks on its power.	refutes
239	The International Criminal Court is a force for good	The ICC needs more checks on its prosecutorial authority in order preclude abuse of power.	refutes
240	The International Criminal Court is a force for good	The ICC is not democratic in nature and is likely to be used as a political tool by powerful nations.	refutes
241	The International Criminal Court is a force for good	The EU has a high potential to be used as a political ploy as it is not known for its democracy.	refutes
242	The International Criminal Court is a force for good	The ICC is mainly not a democratic institution, thereby allowing for political malfeasance.	refutes
243	The International Criminal Court is a force for good	The ICC interferes with national operations (both military and humanitarian) because of how loosely the Rome Statue can be interpreted.	refutes
244	The International Criminal Court is a force for good	The ICC impedes a nation's core operations as as Rome Statue is not rigid in its interpretation	refutes
245	The International Criminal Court is a force for good	The Rome Statute of the ICC hinders national operations due to its wide flexibility.	refutes
246	The International Criminal Court is a force for good	The ICC infringes upon national sovereignty by inherently implying that there is a higher court nations must answer to.	refutes
247	The International Criminal Court is a force for good	The ICC's criminal court marginalizes individual national courts.	refutes
248	The International Criminal Court is a force for good	The ICC messes up national independence by marginalizing individual member courts.	refutes
249	Speed limits should be reduced	Reducing speed reduces deaths	supports
250	Speed limits should be reduced	slower speeds prevent death	supports
251	Speed limits should be reduced	the slower the speed, the less death	supports
252	Speed limits should be reduced	By reducing speeds, you can also reduce deaths	supports
253	Speed limits should be reduced	With reduced speed comes reduced deaths	supports
254	Speed limits should be reduced	Negative impact on the environment	supports
255	Speed limits should be reduced	Government have illegitimate reasons behind lowering the speed limit	refutes
256	Speed limits should be reduced	High tax on cars is not value for money if you have to drive at a snail's pace	refutes
257	Throw Russia out of the G8	The biggest action the west can take without sanctions	supports
258	Throw Russia out of the G8	Simply narrows the G8 making it irrelevant	refutes
259	Arming the police is a good idea	It is hypocritical and will not benefit civilians	refutes
260	Arming the police is a good idea	Innocent people are always going to be a factor in arming a police force.	refutes
261	Arming the police is a good idea	When the police are armed, mistakes will lead to innocent people getting shot	refutes
262	Arming the police is a good idea	Arming the police will cause an escalation in criminal violence	refutes
263	Arming the police is a good idea	Policing is a dangerous job. Police officers should be allowed to arm themselves	supports
264	Arming the police is a good idea	If the police are not armed, only the bad guys will have guns.	supports
265	Arming the police is a good idea	An armed police force will deter criminal behaviour	supports
266	Arming the police is a good idea	Arming the police makes communities feel safer	supports
267	Arming the police is a good idea	Everyone saw the extent of damage caused several years ago when the Hollywood, CA police department was completely outgunned.  The police had to break into a gun store to get better fire power.  Many lives could have been saved if they had the proper fire power in the first place.	supports
268	Arming the police is a good idea	Arming the police is a necessary step	supports
269	Arming the police is a good idea	It is never a good idea when the police force is out gunned by the criminals.	supports
270	Arming the police is a good idea	One of the first principals of defense is to have superior resources.	supports
271	Arming the police is a good idea	The police should be equipped to react to contemporary social problems	supports
272	Arming the police is a good idea	Arming the police does not deal with the causes underlying violence	refutes
273	Arming the police is a good idea	Just because police have weapons, it doesn't mean the main issues of violence are being dealt with.	refutes
274	Arming the police is a good idea	arming police will not help	refutes
275	Arming the police is a good idea	arming police will not help violence	refutes
276	Arming the police is a good idea	Arming the police will do more harm than good	refutes
277	Arranged marriages in EU countries should be banned.	It’s impossible to police such a law.	refutes
278	Arranged marriages in EU countries should be banned.	The police cannot enforce the law.	refutes
279	Arranged marriages in EU countries should be banned.	Regulating arranges marriages in EU countries would be impossible.	refutes
280	Arranged marriages in EU countries should be banned.	It would be impossible to enforce a ban on arranged marriages in EU countries.	refutes
281	Arranged marriages in EU countries should be banned.	The state should not be allowed to intrude in such personal matters	refutes
282	Arranged marriages in EU countries should be banned.	The state should not regulate such personal matters.	refutes
283	Arranged marriages in EU countries should be banned.	Personal matters should not be regulated by the state	refutes
284	Arranged marriages in EU countries should be banned.	Arranged marriages remains a personal choices and as such shouldn't be banned by the state.	refutes
285	Arranged marriages in EU countries should be banned.	It will cause resentment and make certain communities feel targeted.	refutes
286	Arranged marriages in EU countries should be banned.	To ban arranged marriages in EU countries would initiate resentment from certain communities.	refutes
287	Arranged marriages in EU countries should be banned.	Several communities in EU countries would feel targeted and begin to resent authorities should arranged marriages be banned.	refutes
288	Arranged marriages in EU countries should be banned.	Integration and the acceptance of Western values are important	supports
289	Arranged marriages in EU countries should be banned.	The ban will give powers to police to crack down on the murky underworld of forced marriages	supports
290	Arranged marriages in EU countries should be banned.	Forced marriage is a barrier to integration	supports
291	Parents have to be allowed to monitor their children's online and mobile communications	Monitoring raises digital awareness among parents.	supports
292	Parents have to be allowed to monitor their children's online and mobile communications	Monitoring children's use of electronics raises digital awareness.	supports
293	Parents have to be allowed to monitor their children's online and mobile communications	Children's internet use should be monitored.	supports
294	Parents have to be allowed to monitor their children's online and mobile communications	Monitoring decreases children’s involvement with pornography.	supports
295	Parents have to be allowed to monitor their children's online and mobile communications	Parents can determine which websites children visit.	supports
296	Parents have to be allowed to monitor their children's online and mobile communications	It should be acceptable for parents to prevent children from visiting pornographic websites.	supports
297	Parents have to be allowed to monitor their children's online and mobile communications	Monitoring prevents cyberbullying.	supports
298	Parents have to be allowed to monitor their children's online and mobile communications	Cyberbullying may be reduced by parents' monitoring children's online communications.	supports
299	Parents have to be allowed to monitor their children's online and mobile communications	Monitoring allows parents to correct children who are wasting their time.	supports
300	Parents have to be allowed to monitor their children's online and mobile communications	Parents can monitor whether children are use time online effectively.	supports
301	Parents have to be allowed to monitor their children's online and mobile communications	Parents can make sure children aren't wasting their time online.	supports
302	Institute a mandatory retirement age	Western workers are remaining healthier for longer	refutes
303	Police body cameras should be allowed	Police body cameras invade the privacy of citizens, expose victims and witnesses of crimes, and damage police-public relationships.	refutes
304	Police body cameras should be allowed	What risks are there to individuals if police wear body cameras.	refutes
305	Police body cameras should be allowed	Explanation of police body camera effects.	refutes
306	Police body cameras should be allowed	Police body cameras improve police accountability and protect officers from false accusations of misconduct	supports
307	Police body cameras should be allowed	Police Body Cameras allow true facts to come out in alleged cases of Police misconduct	supports
308	Police body cameras should be allowed	Police officers are more accountable when wearing body cameras	supports
309	Police body cameras should be allowed	Police body cameras are too expensive and are unreliable.	refutes
310	Police body cameras should be allowed	Police body cameras increase the safety of the public and the police	supports
311	Police body cameras should be allowed	Police Body Cameras ensure safer interactions between the Police and the public	supports
312	Police body cameras should be allowed	Police body cameras decrease the safety of police officers and negatively affect their physical and mental health.	refutes
313	Police body cameras should be allowed	What are the negative effects of police body cameras.	refutes
314	Police body cameras should be allowed	Police body cameras are a good tool for learning and have strong support from members of the public.	supports
315	Police body cameras should be allowed	Will police body cameras teach police anything.	supports
316	We should restrict violent video games	Violent video games desensitise users	supports
317	We should restrict violent video games	Violent games normalizes forms of violence.	supports
318	We should restrict violent video games	Restrictions would be ineffective	refutes
319	We should restrict violent video games	Restricting video games only makes people more interested in them.	refutes
320	We should restrict violent video games	Restricting violent video games will have no correlation to a reduction in societal crime.	refutes
321	We should restrict violent video games	Playing violent video games leads to violent behaviors.	supports
322	We should restrict violent video games	people immitate video games.	supports
323	We should restrict violent video games	violent games make people agressive.	supports
324	We should restrict violent video games	Research has shown violent video games encourage criminal and anti-social behaviour	supports
325	We should restrict violent video games	Violent Video Games cause Violent Behaviour	supports
